,Unnamed: 0,Building name,Related probable/confirmed cases,count,lat_col,long_col
1056,1056,Tsz Wan Shan Shopping Centre ,"1311, 1312, 1404, 1444, 1477, 1491, 1507, 1508, 1520, 1538, 1549, 1555, 1556, 1564, 1565, 1570, 1579, 1583, 1586, 1588, 1601, 1603, 1604, 1622, 1637, 1643, 1667, 1669, 1680, 1683, 1698, 1702, 1703, 1705, 1709, 1719, 1720, 1744, 1757, 1761, 1773, 1775, 1779, 1786, 1819, 1845, 1862, 1896, 1902, 1944, 1956, 1959, 1963, 2006, 2121, 2122, 2123, 2130, 2187, 2237, 2259, 2273, 2285, 2298, 2321, 2349, 2380, 2428, 2738, 2903, 2994, 3002, 3310, 3655, 3656, 3657, 3816, 3820, 3915, 3925, 4290, 4313, 4330",83,22.3480221,114.20059149794315
1057,1057,Tsz Wan Shan Shopping Centre Caf de Coral ,"1514, 1586, 1622, 1756, 1917, 2122, 3656",7,,
1058,1058,"Tsz Yan House, Tin Tsz Estate",4059,1,22.452804049999997,114.0071462248456
1059,1059,Tuen Mun Central Square Fulum Restaurant ,"1739, 1740, 1743, 1783, 1951, 1952, 1988, 1993, 1998, 2017, 2083, 2170, 2280, 2308, 2315, 2374, 2381, 2492, 2685, 2763, 2875, 2932, 3013, 3475",24,,
1060,1060,Tuen Mun Town Plaza ,"2153, 2192, 2226, 2319, 3547",5,22.39449115,113.97734224937867
1061,1061,Tuen Mun Treatment Works ,"2374, 2421, 2615",3,22.407133350000002,113.98204522770548
1062,1062,Tung Chan Wai,"3977, 4105",2,24.3967265,107.2687633
1063,1063,"Tung Cheong House, Lei Tung Estate",4436,1,22.241557450000002,114.15400956876356
1064,1064,"Tung Hing House, Lei Tung Estate",4333,1,22.240947050000003,114.15526192201065
1065,1065,Tung Hing Mansion,"4149, 4285, 4385, 4503",4,22.2832161,114.12985823617737
1066,1066,Tung Yick Building ,4537,1,22.4773686,114.1855706
1067,1067,Tung Yick Market ,"2172, 3318, 3480, 4521, 4537",5,22.44354275,114.03027669140818
1068,1068,Two Chinachem Plaza ,"2389, 2489",2,22.28553995,114.15533734747865
