,Building name,Related probable/confirmed cases,count,lat_col,long_col
69,Bela Vista Villa ,"3079, 3291, 3492, 3615, 3857",5,22.21247295,114.02881865349374
70,Bell House,3790,1,38.24082855,-76.95752500713087
71,Bellagio Mall ,4277,1,22.3672367,114.06157473825016
72,Bellagio Mall Super Super Congee & Noodle ,4277,1,,
73,Belvedere Square ,4277,1,-33.97822275,18.482187130518255
74,Belvedere Square 100 ,3728,1,-33.97822275,18.482187130518255
75,Belvedere Square Green Forest Restaurant ,3728,1,,
76,Best Western Grand Hotel,4008,1,50.874214800000004,20.620083026236145
77,Best Western Plus Hotel Kowloon,3756,1,22.300309,114.17594410619753
78,Beverly Court,"4235, 4280, 4300, 4476",4,22.2726136,114.17630835
79,Beverly Garden Shopping Centre ,"2066, 2537",2,,
80,"Block 1, City One Shatin",3619,1,22.387742199999998,114.20413829473634
81,"Block 1, Fullview Garden",4088,1,22.2625939,114.25194357754668
82,"Block 1, Highland Park",3861,1,22.34859385,114.13017032227972
83,"Block 1, Ho Shun King Building",4056,1,22.44202695,114.03387909501491
84,"Block 1, Kwai Shing West Estate","3639, 3687",2,22.3615926,114.12208652709259
85,"Block 1, Palm Mansions, Phase 4, Whampoa Garden","4164, 4287",2,1.3261462,103.85774453957077
86,"Block 1, Po Tin Estate",4204,1,22.410049450000002,113.96660847496861
87,"Block 1, South Wave Court",3741,1,22.24463815,114.16596387897006
88,"Block 1, Willow Mansions, Phase 3, Whampoa Garden","4108, 4109, 4110",3,1.3261462,103.85774453957077
89,"Block 1, Willow Mansions, Site 3, Whampoa Garden",3974,1,1.3261462,103.85774453957077
90,"Block 11, Lung Mun Oasis",4440,1,22.38513615,113.9668495692935
91,"Block 11, Pak Tin Estate",3739,1,22.33663425,114.16702658278244
92,"Block 12, Sereno Verde",4521,1,22.43662095,114.0303480565334
93,"Block 12, Yuet Wu Villa",4421,1,22.374878250000002,113.9679223559281
94,"Block 13, Laguna City Phase 1",3645,1,22.3060441,114.2278611634217
95,"Block 14, Cherry Mansion Whampoa Garden",3726,1,,
96,"Block 14, Cherry Mansions, Phase 2, Whampoa Garden",4243,1,1.3261462,103.85774453957077
97,"Block 2, Cheerful Garden",4087,1,22.263076150000003,114.25056151746585
98,"Block 2, Le Prestige, Lohas Park",3788,1,22.2956555,114.2687716
99,"Block 2, Lynwood Court, Kingswood Villas",4561,1,38.9495152,-94.60032409981993
100,"Block 2, Melody Garden",3659,1,22.374306699999998,113.96073107104473
101,"Block 2, Phase 2, Belvedere Garden","3728, 3879",2,34.0277902,-118.1628487
102,"Block 2, Pierhead Garden",4480,1,22.372550150000002,113.96670963969714
103,"Block 2, Po Tin Estate",4461,1,22.410049450000002,113.96660847496861
104,"Block 2, Prince Centre","4371, 4394",2,-33.88113025,151.20337226049378
105,"Block 2, Rhythm Garden",4183,1,22.336354399999998,114.202454782649
106,"Block 2, Tsui Lai Garden","4143, 4211",2,22.5081062,114.12891344625613
107,"Block 21, Laguna City",3914,1,22.3050408,114.22691868740053
108,"Block 27, Phase 5, Park Island",3778,1,22.352302700000003,114.06116519894678
109,Block 3 Housing Authority Headquarters ,4441,1,,
110,"Block 3, Bamboo Mansions, Whampoa Garden","3698, 3699",2,1.3261462,103.85774453957077
111,"Block 3, Connaught Garden",3860,1,22.2883749,114.14175854815365
112,"Block 3, Fullview Garden",3943,1,22.2625939,114.25194357754668
113,"Block 3, Grandway Garden",3618,1,22.3737082,114.17787914124627
114,"Block 3, Harmony Garden","3957, 4395",2,22.310663650000002,114.17535493326295
115,"Block 3, Lung Mun Oasis","4192, 4272",2,22.38513615,113.9668495692935
116,"Block 3, Phase 1, Tai Hing Gardens",3627,1,22.3996577,113.9731805
117,"Block 3, Phase 2, Belvedere Garden",3846,1,34.0277902,-118.1628487
118,"Block 3, Pierhead Garden",4441,1,22.372550150000002,113.96670963969714
119,"Block 3, Wai Wah Centre",4102,1,22.38102065,114.18718275433773
120,"Block 3, Yue Man Centre",4055,1,22.314361650000002,114.22272784468691
121,"Block 38, City One Shatin","4176, 4346",2,22.38522465,114.20399179570899
122,"Block 4, Beverly Garden",4189,1,33.784108950000004,-117.92806232107255
123,"Block 4, Lotus Tower",3731,1,22.31558955,114.22050500484423
124,"Block 4, Lung Mun Oasis",3691,1,22.38513615,113.9668495692935
125,"Block 4, Man Lai Court",4267,1,22.37498335,114.18190937336578
126,"Block 4, Palm Mansions, Phase 4, Whampoa Garden","3644, 3647, 3648, 3775, 3776",5,1.3261462,103.85774453957077
127,"Block 4, The Tolo Place, Sunshine City",3783,1,35.728832049999994,139.71955620803942
128,"Block 5, Harmony Garden","4475, 4493",2,22.26521365,114.2488590006011
129,"Block 5, Wonderland Villas",4178,1,22.35362165,114.13562745132398
130,"Block 6, Bauhinia Garden","3682, 3841, 3842",3,22.3062165,114.26226494784471
131,"Block 6, Emerald Green","4308, 4334, 4512",3,1.2818030999999999,103.84672450852398
132,"Block 6, Fu Ning Garden","3725, 3875",2,22.3193375,114.26776444881204
133,"Block 6, Kwai Shing West Estate",4450,1,22.3616619,114.12188305
134,"Block 6, Metro Town",3681,1,33.52056425,-111.9774946093599
135,"Block 6, Parkside Villa",4134,1,32.7828203,-115.56236363757546
136,"Block 6, Phase 2, Chelsea Heights",3758,1,39.3556721,-74.4626506
137,"Block 6, Shun Lee Disciplined Services Quarters","3972, 4076",2,22.3316769,114.2216171
138,"Block 7, Flora Plaza","4021, 4223, 4245",3,41.1649064,-73.5611364
139,"Block 7, Phase 2, Oscar By The Sea",3749,1,22.3074249,114.266861525
140,"Block 8, Lily Mansions, Site 9, Whampoa Garden",4469,1,1.3261462,103.85774453957077
141,"Block 8, Po Tin Estate","4147, 4168, 4259",3,22.410049450000002,113.96660847496861
142,"Block 9, Pearl Island Garden",4335,1,22.3655349,113.98934039818086
143,"Block 9, Sun Tuen Mun Centre","3902, 4140",2,22.38132245,113.9648041109242
144,"Block A, Full Wing Building","3606, 3607",2,22.3117643,114.18625388742899
145,"Block A, Ho Shun Tai Building","4432, 4552",2,22.44161155,114.027936093093
146,"Block A, Hung Yu Mansion","3763, 3784, 3831, 3832, 4115, 4122, 4150, 4151, 4263",9,22.29190155,114.19708744339977
147,"Block A, Loong King Mansion","4174, 4344, 4345",3,22.30912345,114.18799201163033
148,"Block A, Phase III, Kwan Yick Building",3615,1,22.28671815,114.13449577896897
149,"Block A, Shek To House, Shek Wai Kok Estate",4218,1,22.3753119,114.12323326185299
150,Block B T.W.G.HS. Jockey Club Rehabilitation Complex ,"1908, 2754",2,,
151,"Block B, Healthy Gardens",4547,1,22.29154345,114.20385266753618
152,"Block B, Loong King Mansion",4036,1,22.30912345,114.18799201163033
153,"Block B, Mei Fung House, Mei Lam Estate",4296,1,22.378128099999998,114.17678217554793
154,"Block B, Merlin Centre",4250,1,51.6207878,-0.7704776108554587
155,"Block B, Ming Wah Dai Ha",3878,1,22.277788049999998,114.23104898038513
156,"Block B, Shek To House, Shek Wai Kok Estate","4052, 4251",2,22.3753119,114.12323326185299
157,"Block C, Grandview Garden",4193,1,38.3936933,-82.5896031
158,"Block C, Leung Choy Building","4434, 4555",2,22.44718245,114.02252189980223
159,"Block C, Sai Kung Town Centre","3912, 3913, 4123",3,22.3825539,114.2716355
160,"Block C, Sun Sing Centre",3692,1,22.2794416,114.2248098343411
161,"Block C1, Telford Gardens",4522,1,22.323253450000003,114.21283433433328
162,"Block D, Loong King Mansion","3738, 3997, 3998, 3999",4,22.30912345,114.18799201163033
163,"Block D, Po Sing Centre",3777,1,22.36605935,114.1359026385657
164,"Block D, Telford Gardens",3603,1,22.323253450000003,114.21283433433328
165,"Block E, Mount Parker Lodge","3833, 3837, 3838",3,22.2816599,114.21292450847926
166,"Block G, Wei King Building",4069,1,22.3095411,114.18369291962276
167,Blossom Garden Shopping Arcade  ,4496,1,,
168,Bowrington Road Market ,"2387, 2857, 3027, 3384",4,22.2784555,114.18027566346153
169,Braemar Court ,4187,1,53.9693417,-0.2895728
170,"Building 16W, Phase 3, Hong Kong Science Park ",4198,1,22.4262238,114.21127538523189
171,Butterfly Market ,4381,1,22.3781579,113.9617536
172,Butterfly Plaza Tai Hing ,"3156, 4381",2,,
173,CDW Building ,4207,1,22.37539705,114.11314348789071
174,CNT Tower Tao Heung ,4557,1,,
175,Cactus Mansion,4557,1,22.27495665,114.17306765000001
176,"Cam Key Mansion, 489 Shanghai Street",3959,1,22.3230612,114.1673302
177,Cathay Mansion McDonald's ,4296,1,22.2791186,114.18806735972582
178,Cathay Pacific Cargo Terminal ,"2314, 2848, 3353",3,22.297845799999997,113.92497842043983
179,Causeway Bay Commercial Building,3664,1,22.27995,114.18638555
180,Causeway Bay Plaza 1 UCC Coffee Shop ,4296,1,,
181,Causeway Bay Plaza 2 Ming Garden Restaurant ,"2387, 3027",2,,
182,"Central Block, Man Fai Building",3857,1,22.3074874,114.1658328
183,Century Court,4396,1,51.639016749999996,-0.43610146039160724
184,Chai Wan Municipal Services Building ,4230,1,22.2633174,114.23998298946199
185,"Chak Fai House, Tin Chak Estate",4063,1,22.4681234,113.99828323605512
186,"Chak Sing House, Tin Chak Estate","3663, 3667",2,22.4681234,113.99828323605512
187,Chan Kee Commercial Centre ,4277,1,22.36784255,114.0599337285094
188,Cheerful Garden ,4137,1,22.263076150000003,114.25056151746585
189,Chelsea Heights ,"2177, 2598, 4448",3,39.3556721,-74.4626506
190,Cheng Fai Building,4324,1,16.55151825,98.6536026868848
191,Cheong Ip Building,"3616, 3823, 3824, 3825",4,22.278419,114.17922114496412
192,Cheong Wah Commercial Building ,"4425, 4539",2,22.315141,114.16812345
193,"Cherish Court, Peninsula-Vl-Capeland, Phase 4, Discovery Bay","4338, 4515",2,37.914773999999994,-121.59400523623853
194,Cheung Fat Plaza ,"3371, 3482, 3646",3,22.3625519,114.10330960154904
195,Cheung Hang Estate Commerical Complex ,4138,1,,
196,Cheung Hing Mansion,4482,1,22.37463745,114.17941340367338
197,Cheung Hong Estate Commercial Complex No.1 ,"3512, 3892, 3952, 3978, 4043, 4111",6,,
198,Cheung Hong Estate Commercial Complex No.1 Fairwood ,4043,1,,
199,Cheung Hong Estate Commercial Complex No.1 Hei Yuet Palace ,"3247, 3512, 3955, 4111",4,,
200,Cheung Hong Estate Kam Wo Court Caf ,"3024, 3892",2,,
201,Cheung Hong Estate Market No.2 ,"3609, 3892",2,22.349989,114.09953264986015
202,Cheung Lung Lane Caf De Coral ,3747,1,,
203,Cheung Sha Wan Government Offices ,"1501, 1890, 2128, 4433",4,22.3318111,114.16039466636818
204,Cheung Sha Wan Wholesale Vegetable Market ,4476,1,22.3330286,114.15391740970401
205,"Cheung Tai House, Cheung Sha Wan Estate","4142, 4409",2,22.334508,114.15630812022772
206,"Cheung Tak House, Cheung Wah Estate",4293,1,22.49283885,114.1415271922464
207,Chevalier Commercial Centre ,4068,1,22.32133085,114.2112739153909
208,China Fen Hin Building ,"2018, 2169",2,22.337075,114.15037667021804
209,Chinabest International Centre ,4291,1,22.3603645,114.13235083502471
210,"Ching Hong House, Tsz Ching Estate","3752, 4215, 4313, 4352, 4353",5,22.349129400000002,114.20355039933503
211,Ching Long Shopping Centre ,"1695, 2109, 2164, 2448, 3140, 3385, 3876, 4038",8,22.33076435,114.20440375416325
212,Ching Long Shopping Centre Golden Phoenix ,"1808, 2825",2,,
213,"Ching Mui House, Cheung Ching Estate","3978, 4066, 4111",3,22.3472681,114.10890702464556
214,Ching Nga Court,"3646, 3940",2,22.3626684,114.10462009804192
215,"Ching Tat House, On Tat Estate","3995, 4202",2,22.32022035,114.23630041427207
216,"Ching Wo House, Tsz Ching Estate",3989,1,22.3510575,114.20095460813792
217,"Ching Yeung House, Cheung Ching Estate",3864,1,22.3472681,114.10890702464556
218,"Ching Yi House, Tsz Ching Estate","3907, 4553",2,22.35067935,114.20192308232416
219,"Ching Yun House, Ching Ho Estate","3948, 3949, 4027",3,22.4935887,114.12635631009061
220,"Chiu Sin House, Upper Wong Tai Sin Estate",3807,1,22.343841150000003,114.192333614848
221,"Choi Fu House, Choi Ming Court","3711, 3712, 4026",3,22.30765425,114.25394250739907
222,Choi Hung Road Market ,3438,1,22.3395663,114.1978952
223,Choi Ming Shopping Centre ,"1594, 2627, 4241",3,22.306962149999997,114.25227389840032
224,"Choi Ngan House, Choi Po Court","4169, 4210, 4358",3,22.501878750000003,114.12463243145255
225,"Choi Wah House, Choi Yuen Estate",3964,1,22.500773199999998,114.12568045738787
226,Choi Wan Commerical Complex ,"1361, 1401, 1767, 2379, 3223",5,,
227,"Choi Yan House, Choi Tak Estate",4144,1,22.330265349999998,114.21362657215826
228,Choi Yuen Plaza Caf De Coral ,4169,1,,
229,"Choi Yuet House, Choi Ha Estate","3813, 3814",2,22.3259287,114.21765519433468
230,Chong Hing Square ,"2070, 2540",2,22.316217950000002,114.16971260623183
231,"Chu Fung House, Fung Tak Estate",4471,1,22.3443259,114.20089491210474
232,"Chui King House, Choi Hung Estate",3721,1,22.3357643,114.20606907495221
233,"Chui Yuen House, Chuk Yuen South Estate","3695, 3696, 3748",3,22.344073950000002,114.19426417948836
234,Chuk Yuen Plaza ,"1547, 1750, 1939, 2104, 2803, 3183",6,22.3551286,114.2356938
235,Chun Hing San Tsuen,"3743, 3806",2,22.446300899999997,114.01795294548955
