,Unnamed: 0,Building name,Related probable/confirmed cases,count,lat_col,long_col
753,753,Pearl City ,"3583, 3619",2,42.265297,-89.8259532
754,754,Pei Ho Street Municipal Services Building ,"1557, 1608, 1611, 1808, 1852, 1905, 1926, 1927, 2056, 2057, 2140, 2186, 2283, 2292, 2482, 2652, 3156, 3351, 3465, 3765, 3839",21,22.329372399999997,114.1609300370989
755,755,Pei Ho Street Municipal Services Building Cooked Food Centre ,"1435, 1558, 1980, 1997, 2234, 4309",6,,
756,756,"Phase 1, Hing Fook Building",3844,1,22.4468335,114.02154301608951
757,757,"Phase 1, Tsui Yuen Mansion","4166, 4349, 4481",3,22.3161347,114.17329437435512
758,758,"Phase 2, Tsui Yuen Mansion","3877, 4047",2,22.3161347,114.17329437435512
759,759,"Phase 3, Po Shu Garden","4301, 4302",2,30.260123,120.11877949843256
760,760,Phase 4 Kwun Tong Industrial Centre ,3694,1,22.310806,114.22766101434661
761,761,"Phase 6, Mei Foo Sun Chuen","4256, 4257",2,22.33579305,114.13996752698664
762,762,"Pik Long House, Shek Pai Wan Estate",4416,1,22.249724649999997,114.15803106272719
763,763,"Pik On House, Yue On Court","3927, 3928",2,22.2429829,114.15694845953286
764,764,"Ping Chun House, Ping Tin Estate","4163, 4191, 4200, 4391",4,22.3080584,114.23727238291501
765,765,Ping Shek Estate Market ,"1455, 1710, 2674",3,22.33287405,114.20910096247151
766,766,"Ping Shun House, Ping Tin Estate","3736, 4158",2,22.3065207,114.23593393654515
767,767,"Ping Sin House, Ping Tin Estate",3979,1,22.307276950000002,114.23623385326994
768,768,Pioneer Centre ,4032,1,22.3225741,114.16903054593664
769,769,Plaza Hollywood ,"1665, 1845, 2024, 2139, 3235, 3379, 3745",7,22.34071065,114.20193400400898
770,770,"Po Chui House, Po Pui Court","3937, 3938, 3939",3,22.3177008,114.22769750672987
771,771,Po Fat Building ,4521,1,22.28288835,114.13008037989351
772,772,Po Hing Building,"3786, 4117",2,22.32617265,114.16518918266479
773,773,"Po Kan House, Po Lam Estate",4370,1,22.325535,114.25497769871134
774,774,Po Lam Shopping Centre ,3910,1,25.0514782,102.7253551
775,775,Po Ling House Po Lam Estate ,3910,1,,
776,776,Po On Road Municipal Services Building ,"2234, 2410, 2728, 2924, 3351, 3831, 3992, 4115, 4226, 4291",10,22.338419549999998,114.15777986116933
777,777,Po Shing Building ,4433,1,22.44807195,114.16613366412986
778,778,Po Shing Mansion ,4022,1,22.37133265,114.11537056445829
779,779,Po Shu Garden Phase 3 ,4222,1,,
780,780,Po Tat Shopping Centre ,3925,1,22.31738035,114.23627972384186
781,781,Po Tin Shopping Centre ,4259,1,22.40947475,113.96659203192651
782,782,Po Tong Ha Tsuen,4517,1,22.4458778,113.9942694
783,783,Po Tsui Mansion ,4535,1,22.344493649999997,114.19650382469993
784,784,Pok Wai Tsuen,4050,1,22.4655388,114.05229
785,785,Prime View Garden Commercial Arcade ,"2590, 2592, 3090",3,,
786,786,Ramada Hong Kong Harbour View,3653,1,,
787,787,Rambler Oasis Hotel,4454,1,22.34223155,114.11025170962976
788,788,Rambler Oasis Hotel ,4454,1,22.34223155,114.11025170962976
789,789,"Rear Block, Man Ying Building",3702,1,22.30727,114.1667815
790,790,Renaissance Hong Kong Harbour View Hotel,3676,1,22.2814652,114.1736876
791,791,Reve Plaza,"3882, 3883, 3884, 3885, 3900",5,22.45248335,114.16490138762961
792,792,Reve Plaza ,"3323, 4163",2,22.45248335,114.16490138762961
793,793,Rhine Garden McDonald's ,4277,1,22.36819205,114.06165206965346
794,794,Rhine Garden Shopping Centre ,4277,1,,
795,795,Rhythm Garden Shopping Centre North Viet Pho ,"3307, 3530, 3531, 3716",4,,
796,796,Richland Garden Shopping Arcade ,"2492, 3265, 4156, 4286",4,,
797,797,Richland Garden Shopping Arcade  ,"2769, 3265",2,,
798,798,Richland Gardens Commercial Building Fairwood ,"1808, 2448",2,,
799,799,Richland Gardens Shopping Centre ,4038,1,22.329612849999997,114.20590852626529
800,800,Rondall Building ,3765,1,,
801,801,Royal Plaza Hotel ,"2099, 3711, 3712",3,22.32407075,114.17309037135206
802,802,Sai Wan Ho Municipal Services Building ,"2200, 2788, 3049, 3061",4,,
803,803,Sai Ying Pun Market ,"4116, 4118, 4240",3,22.286121,114.1420862
804,804,Sam Wo Building Kowloon Restaurant ,4218,1,,
805,805,San Hui Market ,"1471, 1561, 1907, 1931, 2154, 2381, 2458, 2493, 2598, 2691, 2889, 3386, 3395, 3742, 4446",15,22.3967961,113.9765462
806,806,San Po Kong Plaza (Shopping Centre) ,"3307, 3716",2,,
807,807,"San Yin House, San Wai Court",4546,1,22.40404775,113.96233739031427
808,808,"Sau Fu House, Sau Mau Ping Estate",3895,1,22.3170131,114.2322628
809,809,Sau Mau Ping Shopping Centre ,"1863, 1865, 1897, 2031, 2035, 2071, 2449, 2623, 2902, 4529",10,22.319559849999997,114.23210211325673
810,810,Sau Mau Ping Shopping Centre Caf de Coral ,"2440, 2449",2,,
811,811,Sau Mau Ping Shopping Centre Little Onion ,4328,1,,
812,812,"Sau Tak House, Sau Mau Ping South Estate",4410,1,22.3158336,114.23526665899604
813,813,Sau Wah House Sau Mau Ping Estate,3810,1,22.3184136,114.23242255613624
814,814,"Sau Wah House, Sau Mau Ping Estate","4491, 4529",2,22.3184136,114.23242255613624
815,815,"Sau Yat House, Sau Mau Ping Estate",3599,1,22.31788265,114.23249147634286
816,816,Sea Breeze Villa,4468,1,13.0093911,100.92943249954153
817,817,Sha Tin Government Offices ,"3620, 3860",2,22.385541500000002,114.18693336226622
818,818,Sha Tin Market ,"3571, 4070",2,22.38391945,114.1899421719715
819,819,Shan King Shopping Centre ,4373,1,22.40147225,113.96606375158558
820,820,"Shek Fu House, Shek Lei (II) Estate",3730,1,22.36653215,114.14019814352912
821,821,Shek Kip Mei Estate Commercial Centre ,"1813, 1881, 1927, 2067, 2418, 2688, 3038, 3621, 3862, 4309",10,22.33228095,114.16881381873247
822,822,Shek Kip Mei Estate Mei Shan House Tsui Yuen ,4101,1,,
823,823,Shek Kwu Lung Village,3684,1,22.3837562,114.2188627
824,824,"Shek Lin House, Shek Wai Kok Estate","3635, 4173",2,22.37547995,114.12317654798125
825,825,Shek Mun Shopping Centre ,"3642, 3619, 4011",3,22.386329449999998,114.20857467493013
826,826,Shek Tong Tsuen,3906,1,22.4375487,114.0454931
827,827,Shek Wai Kok Estate Shek Fok House  ,4052,1,,
828,828,Shek Wu Hui Municipal Services Building ,"1947, 1989, 2053, 2072, 2179, 2284, 2393, 2576, 2912, 2913, 3207, 3536, 3948, 4003, 4027, 4105, 4143, 4423",18,22.501995649999998,114.13054980920597
829,829,Sheung Fook Building,3631,1,22.3322383,114.1626987659785
830,830,Sheung Fung Street Market ,"1681, 1862, 3870, 3915",4,22.34392495,114.1973017231191
831,831,"Sheung Lai House, Sheung Tak Estate","3593, 3737, 3994, 4040",4,22.31118285,114.2582875486053
832,832,Sheung Ling Pei,3614,1,22.2782755,113.9371377
833,833,"Sheung Ming House , Sheung Tak Estate",4201,1,22.31118285,114.2582875486053
834,834,"Sheung Shing House, Upper Ngau Tau Kok Estate",4062,1,22.319338899999998,114.21643690368477
835,835,Sheung Shui Centre Shopping Arcade ,"2542, 3083",2,,
836,836,Sheung Shui Slaughterhouse ,"2671, 2770, 2806, 2849, 2952, 3069, 3149, 3277, 3278, 3279",10,22.513032,114.11753540112176
837,837,Sheung Tak Plaza ,"2473, 2608, 4201",3,22.3107853,114.2591244
838,838,Sheung Tak Plaza Sun Lok Yuen ,4201,1,,
839,839,Sheung Tsuen,4532,1,22.4329301,114.0993829
840,840,Sheung Wan Civic Centre ,3954,1,22.28595,114.14913
841,841,Sheung Wan Municipal Services Building ,3954,1,22.28619025,114.14972960337997
842,842,"Shin Mei House, Fu Shin Estate","3760, 3918",2,22.454101700000002,114.17587884850313
843,843,"Shin Tsui House, Fu Shin Estate","3834, 3836, 3873, 3926, 4316, 4438, 4439",7,22.454101700000002,114.17587884850313
844,844,"Shing Chuen House, Tin Shing Court",4533,1,22.44835325,114.00162390697378
845,845,Shing Mun Tunnel Administration Building ,4426,1,22.3764321,114.1516866
846,846,"Shing Yin House, Tin Shing Court",3755,1,22.44835325,114.00162390697378
847,847,"Shing Yuk House, Tin Shing Court","4177, 4206, 4207",3,22.44835325,114.00162390697378
848,848,Shiu Fung Mansion,4185,1,22.3222708,114.16448096298627
849,849,"Shui Chuen House, Tin Shui Estate",3757,1,22.45595385,113.99796328580442
850,850,Shui Chuen O Plaza ,"1294, 1382, 1384, 1385, 2101",5,22.3730735,114.19728977951914
851,851,Shui Fung House Tin Shui (2) Estate ,3905,1,,
852,852,Shui Hau Village,4053,1,22.2218836,113.9145118
853,853,"Shui Kwok House, Tin Shui Estate",3800,1,22.45595385,113.99796328580442
854,854,Shui Pin Tsuen,3930,1,22.4442102,114.0206132
855,855,"Shui Sum House, Tin Shui Estate",4001,1,22.45595385,113.99796328580442
856,856,Shui Wo Street Municipal Services Building ,"1512, 1672, 1802, 1884, 2124, 2833, 2849, 2951, 3365, 4148",10,,
857,857,Shun Hing Building ,"4413, 4540",2,22.28612855,114.19096891317463
858,858,Shun Lee Disciplined Services Quarters ,"2494, 2496",2,22.3316769,114.2216171
859,859,Shun Lee Market ,"4294, 4311",2,40.7728358,-73.9814252
860,860,"Shun Tin House, Shatin Pass Estate",4323,1,22.3496528,114.19524740066115
861,861,Shung Ching San Tsuen,"4209, 4265",2,22.4315244,114.0300482
862,862,"Sik Man House, Ho Man Tin Estate","4030, 4046, 4188, 4258",4,22.3182113,114.18100077474811
863,863,Sik Sik Yuen Social Services Complex ,4522,1,22.34294055,114.19753382601638
864,864,Silka Seaview Hotel,4556,1,22.3103285,114.17003328935374
865,865,Sino Centre ,"2398, 3371, 4207",3,22.3161053,114.17028880463849
866,866,Site 5 & 6 Wonderful Worlds of Whampoa ,"4243, 4292",2,,
867,867,"Siu Keung House, Siu Kwai Court",4082,1,22.4053455,113.9660684781157
868,868,Siu Sai Wan Plaza Green River Restaurant ,4475,1,,
869,869,Skyline Plaza ,"3952, 4079",2,50.109315800000005,8.652732229954786
870,870,Skyline Tower ,3818,1,22.3262662,114.205253497677
871,871,Smiling Plaza ,"2953, 3038, 3831",3,22.3351121,114.16014932642993
872,872,Smiling Plaza Ka Ho Restaurant ,4115,1,,
873,873,Smithfield Municipal Services Building ,"2531, 2753, 4149",3,22.2817961,114.12868046850858
874,874,So Uk Shopping Centre ,"1817, 2922, 4226",3,22.3411418,114.1567435
875,875,So Uk Shopping Centre Tak Hing Yuen Seafood Restaurant ,4226,1,,
876,876,South Office Block Super Terminal 1 ,4255,1,,
877,877,South Seas Centre Paramount Banquet Hall ,"2083, 2170, 2572",3,,
878,878,Southorn Centre ,"2268, 2850",2,22.27713205,114.17279473087888
879,879,Spring Garden Mansion ,"2559, 2858",2,22.27561265,114.1726400329578
880,880,St. James' Settlement Wanchai Integrated Family Service Centre ,4318,1,,
881,881,St. Paul's Hospital ,"2029, 2657",2,22.278070999999997,114.18825922513966
882,882,Stage 2 Mei Foo Sun Chuen Mimikai Caf ,"2898, 3269",2,,
883,883,"Sui Hei House, Siu Sai Wan Estate",3634,1,22.260818,114.2490271787787
884,884,"Sui Tai House, Siu Sai Wan Estate",4137,1,22.262201750000003,114.24950249392775
885,885,Summit View Kowloon,4266,1,22.32072915,114.16342921184909
886,886,Summit View Kowloon ,"2546, 3623",2,22.32072915,114.16342921184909
887,887,Sun Chui Shopping Centre ,"1536, 2075, 2294, 4429",4,22.3678127,114.180665
888,888,"Sun Fong House, Sun Chui Estate",4449,1,22.3707841,114.18117782481589
889,889,Sun Hing Garden  ,3873,1,22.453411850000002,114.17330823436203
890,890,"Sun Man House, Oi Man Estate","3761, 3896",2,22.312231,114.17844665868928
891,891,Sun Sing Building,3780,1,22.2794655,114.22561659468897
892,892,"Sun Wo House, Tai Wo Estate",4424,1,22.4513061,114.16168949047619
893,893,Sun Yuen Long Centre ,3844,1,22.44537845,114.03510298965062
894,894,Sunningdale Garden  ,4003,1,22.501765749999997,114.13219633771446
895,895,T Town North ,3793,1,22.4625518,113.99792517056497
896,896,T Town South Caf de Coral ,4145,1,,
897,897,T.O.P This Is Our Place ,3861,1,22.3204821,114.1694436
898,898,TKO Gateway ,"1590, 1983, 2123, 2330, 2479, 2572, 2670, 3245, 3328, 3424, 3749, 3787, 4210",13,22.31721975,114.26641680171952
899,899,TKO Gateway KFC ,3749,1,22.31721975,114.26641680171952
900,900,TKO Spot ,"1596, 1861, 1983, 2066, 3787",5,,
901,901,TWGHs Jockey Club Sunshine Complex for the Elderly,"3781, 3990",2,,
902,902,Tai Hing Estate Commercial Complex ,"2119, 2939, 3461, 4242",4,22.40248925,113.9704424089946
903,903,Tai Hing Garden Phase 1 Shopping Centre ,4448,1,22.3999926,113.97274386001573
904,904,Tai Hing Garden Phase 2 Shopping Centre ,4448,1,22.39938505,113.97147423506846
905,905,Tai Hung Fai (Tsuen Wan) Centre Fairwood ,3976,1,,
906,906,Tai Kei Leng,"4034, 4306, 4307",3,22.4396302,114.0308108
907,907,Tai Kiu Market ,"1471, 1561, 2286, 2995, 3460, 3480, 3966, 4034, 4337, 4521",10,22.44536475,114.02722275724102
908,908,Tai Kok Tsui Building,4100,1,22.3197877,114.1637940900901
909,909,Tai Kok Tsui Municipal Service Building ,"4159, 4185",2,,
910,910,Tai Kong Po,"3858, 4057",2,22.4492672,114.0772587
911,911,Tai On Building,4273,1,22.28282535,114.2221019100358
912,912,Tai Po Complex ,"1942, 1999, 2120, 2339, 2991, 3490, 4106",7,22.446108549999998,114.16655260655057
913,913,Tai Po Mega Mall ,4104,1,22.4512077,114.1700232
914,914,Tai Shing Street Market ,"1439,1599, 1618, 1757, 1914, 2275, 2415, 2423, 2510, 2792",10,22.3374175,114.19463562935283
915,915,Tai Wai Market ,"2583, 2693, 2816, 3033, 4505",5,22.3737368,114.1771589
916,916,Tai Wan Village,4199,1,22.7880837,120.2925943
917,917,Tai Wo Hau Shopping Centre ,"3172, 4225, 4389",3,22.3708345,114.12549250939227
918,918,Tai Wo Plaza ,"2911, 3882",2,22.45089415,114.16094669088774
919,919,Tai Yau Building Cosmopolitan Estates ,4294,1,22.321692,114.16149410013443
920,920,"Tai Ying Building, Cosmopolitan Estates","3710, 3942",2,22.3216716,114.1609272949047
921,921,Tai Yuen Shopping Centre ,"2090, 2854, 2991, 3390, 4438",5,22.4552327,114.16862510744491
922,922,Tai Yuen Tsuen,4003,1,22.5094553,114.1254813
923,923,Tai Yuen Villa,4366,1,22.6520872,112.216725
924,924,"Tak Chak House, Hau Tak Estate",3961,1,22.317665249999997,114.2665757783353
925,925,Tak Cheong Building  ,4154,1,22.2771899,114.18146454139739
926,926,"Tak Cheung House, Tak Long Estate",4097,1,22.329636899999997,114.20362446450329
927,927,"Tak Lung House, Tak Tin Estate",3650,1,22.3065031,114.2392553
928,928,"Tak Shan House, Tak Long Estate","3759, 3954",2,22.329636899999997,114.20362446450329
929,929,"Tak Sui House, Tak Long Estate",3826,1,22.329636899999997,114.20362446450329
930,930,Tak Tai Building ,"4216, 4220, 4225",3,22.3690509,114.12309642190944
931,931,Tak Tin Plaza ,4200,1,22.31043195,114.23792694410045
932,932,"Tak Yin House, Tak Keung Court",3624,1,22.33911085,114.18619834006836
933,933,"Tang Kung Mansion, Kam Din Terrace, Taikoo Shing","3641, 3958, 3971",3,22.287598250000002,114.21520735567472
934,934,Taoist Ching Chung Primary School ,4373,1,22.397654250000002,113.96690277844189
935,935,"Tat Chui House, Po Tat Estate","3601, 3602",2,22.317371299999998,114.23803573042682
936,936,"Tat Fu House, Po Tat Estate","4203, 4386",2,22.317371299999998,114.23803573042682
937,937,Tat Lee Commercial Building Hot-Star Large Fried Chicken ,4150,1,,
938,938,Telford Plaza ,"1710, 2044, 2345",3,51.7401958,0.486437
939,939,Telford Plaza I Maxim's Palace ,3995,1,,
940,940,Temple Mall ,"2201, 2380, 2784, 3308, 3750",5,31.07012675,-97.36732476844378
941,941,Temple Mall North ,"2214, 3129, 3946, 4094",4,22.342209949999997,114.19222433832557
942,942,Temporary Fresh Fish Wholesale Market,3732,1,,
943,943,The Bauhinia Hotel (Tsim Sha Tsui) ,3920,1,22.301919599999998,114.17468805490196
